house_quality,year_remodelled,basement_total_area,first_floor_area,above_ground_area,bathroom_above_ground_full_num,garage_finish_quality,garage_size_num_cars,sale_price,age_built,age_remodelled,more_than_2_above_bathrooms,is_good_kitchen_quality,is_good_exterior_build_quality,is_good_house_quality,foundation_type_PConc,comp_score
5,1950,1145.0,1301,1301,1,1,2.0,100000,85,59,0,0,0,0,1,9.0
6,1964,1251.0,1251,1251,1,2,1.0,160000,42,42,0,0,0,1,0,12.0
7,2002,1431.0,1444,1444,2,2,2.0,203000,7,8,1,1,1,1,1,14.0
8,1990,1453.0,1453,2810,2,2,2.0,302000,17,17,1,1,1,1,1,15.0
6,1980,923.0,923,923,2,2,1.0,143000,30,30,1,0,0,1,0,12.0
8,1999,1028.0,1210,2452,2,3,2.0,267000,9,8,1,1,1,1,1,14.0
4,1964,0.0,1224,1224,2,1,3.0,103000,43,43,1,0,0,0,0,10.0
6,1998,1237.0,1337,1337,2,3,2.0,153500,8,8,1,0,0,1,1,13.0
5,1981,1390.0,1701,1701,2,3,2.0,171000,32,26,1,0,0,0,0,10.0
4,1950,1093.0,1093,1669,1,1,1.0,107000,82,56,0,0,0,0,0,10.0
6,1968,952.0,952,952,1,1,1.0,128500,39,39,0,0,0,1,0,12.0
5,1957,922.0,922,922,1,1,1.0,116000,50,50,0,0,0,0,0,10.0
5,1977,1126.0,1126,1126,2,2,2.0,160000,29,29,1,0,0,0,0,11.0
8,1992,1280.0,1280,1280,2,2,2.0,180000,16,16,1,1,1,1,1,14.0
5,2002,914.0,914,914,1,2,1.0,133000,37,5,0,1,0,0,0,11.0
7,1997,1288.0,1368,1368,2,3,4.0,215000,9,9,1,0,0,1,1,14.0
6,1950,771.0,753,1494,1,1,1.0,177500,67,59,0,1,0,1,0,12.0
8,2006,1524.0,1534,1534,2,3,2.0,215000,1,1,1,1,1,1,1,15.0
5,1950,952.0,994,1582,2,1,1.0,150000,71,59,1,0,0,0,0,12.0
7,1990,1673.0,1699,3222,3,1,3.0,320000,20,20,1,1,0,1,1,15.0
6,1964,1516.0,1516,1516,1,2,2.0,167000,45,45,0,0,0,1,0,12.0
5,1950,0.0,1032,1032,1,1,1.0,125000,71,56,0,0,0,0,0,10.0
3,1992,448.0,1588,1588,2,0,0.0,65000,59,16,1,0,0,0,0,11.0
7,2007,1316.0,1316,1316,2,3,2.0,200141,0,0,1,1,1,1,1,14.0
7,2007,1528.0,1528,1528,3,1,2.0,235876,0,0,1,1,1,1,1,15.0
5,1993,760.0,928,2168,2,1,2.0,123000,109,16,1,1,0,0,0,14.0
5,1951,806.0,1081,1422,1,1,1.0,137500,55,55,0,0,0,0,0,11.0
4,1995,990.0,990,990,1,0,0.0,123600,13,12,0,0,0,0,1,10.0
6,1965,1088.0,1324,1324,2,2,2.0,160000,41,41,1,0,0,1,0,13.0
6,2000,924.0,948,1690,2,2,2.0,181000,7,7,1,0,0,1,1,14.0
5,1995,825.0,825,825,1,2,2.0,125000,53,13,0,0,0,0,0,9.0
6,1968,727.0,829,1556,1,1,2.0,154000,41,41,0,0,0,1,0,14.0
6,1994,1152.0,1152,1797,2,3,2.0,231000,17,16,1,1,1,1,1,15.0
5,1968,1056.0,1056,1056,1,1,1.0,142000,42,42,0,0,0,0,0,12.0
4,1971,864.0,864,864,1,0,0.0,115000,39,39,0,0,0,0,0,10.0
7,2005,1221.0,1221,1221,2,2,2.0,185000,5,4,1,1,1,1,1,14.0
6,1995,660.0,740,865,1,1,1.0,108500,87,12,0,0,0,1,0,12.0
7,2005,600.0,520,1223,2,2,2.0,147400,1,1,1,1,1,1,1,16.0
7,1999,691.0,713,1452,2,1,2.0,156000,10,10,1,1,1,1,1,16.0
5,1978,880.0,880,1308,2,1,2.0,120000,93,30,1,0,0,0,0,13.0
7,2004,384.0,744,1374,2,3,2.0,167000,5,5,1,1,1,1,1,15.0
7,2006,1346.0,1504,1504,2,3,2.0,191000,3,2,1,1,1,1,1,14.0
6,1997,384.0,754,1384,2,3,2.0,161500,10,10,1,0,0,1,1,13.0
5,1975,1204.0,1411,1411,1,2,1.0,130000,52,32,0,0,0,0,0,9.0
5,1963,970.0,970,970,1,1,2.0,132500,44,44,0,0,0,0,0,11.0
5,1970,864.0,904,904,1,1,3.0,144000,38,38,0,1,0,0,1,14.0
5,1979,0.0,1100,2233,2,3,2.0,141000,28,28,1,0,0,0,0,12.0
4,2006,385.0,875,875,1,1,2.0,117000,35,1,0,1,0,0,0,12.0
6,1982,520.0,520,754,1,0,0.0,84500,71,24,0,0,0,1,0,13.0
4,1994,1364.0,1663,1663,1,3,2.0,256000,54,14,0,1,0,0,0,11.0
5,1965,925.0,925,925,1,1,1.0,117500,44,44,0,0,0,0,0,12.0
5,1950,728.0,976,1308,1,1,1.0,160000,69,59,0,0,1,0,0,12.0
5,1998,1240.0,1375,1375,1,1,1.0,187000,51,9,0,0,0,0,0,10.0
5,1974,896.0,896,1792,2,1,2.0,133000,34,34,1,0,0,0,0,12.0
7,2007,1386.0,1569,1569,2,2,3.0,175900,2,2,1,1,1,1,1,15.0
9,2009,1555.0,1680,1680,1,3,3.0,323262,0,0,0,1,1,1,1,14.0
7,2003,1337.0,1337,1337,2,2,2.0,185000,4,4,1,1,1,1,1,15.0
6,1950,816.0,816,816,1,1,1.0,129800,72,56,0,0,0,1,0,12.0
7,2005,1541.0,1541,1541,2,2,2.0,220000,5,5,1,1,1,1,1,15.0
4,1995,884.0,989,1573,1,1,1.0,133000,74,14,0,1,0,0,0,13.0
4,1996,832.0,832,1461,2,1,1.0,133500,60,13,1,0,0,0,0,12.0
6,1976,1958.0,2048,2048,3,1,2.0,170000,34,34,1,0,0,1,0,11.0
6,1994,903.0,910,1642,2,2,2.0,168000,14,13,1,0,0,1,1,12.0
6,1994,738.0,868,1470,1,1,2.0,140750,88,16,0,0,0,1,0,13.0
6,2003,938.0,957,2299,3,3,2.0,204000,8,4,1,0,0,1,1,13.0
7,2001,884.0,884,2035,2,3,2.0,222500,9,9,1,1,1,1,1,15.0
5,1962,925.0,999,999,1,1,1.0,134500,44,44,0,0,0,0,0,10.0
8,2004,1378.0,1378,1378,2,3,2.0,214000,3,3,1,1,1,1,1,14.0
5,1950,793.0,793,1118,1,1,2.0,119900,67,56,0,0,0,0,0,11.0
4,1955,1440.0,1440,1440,2,0,0.0,118000,53,53,1,0,0,0,0,11.0
5,2002,1010.0,1134,1134,1,2,1.0,135000,47,5,0,0,0,0,0,11.0
6,2000,833.0,1053,1848,1,1,2.0,207000,85,8,0,1,0,1,0,14.0
6,1950,1181.0,1390,1694,2,1,2.0,136500,83,58,1,0,0,1,1,12.0
4,2000,901.0,901,901,1,1,1.0,107900,54,8,0,0,0,0,0,11.0
6,1950,861.0,861,1409,1,1,2.0,126000,69,57,0,0,0,1,0,12.0
6,1960,1080.0,1656,1656,1,3,2.0,215000,50,50,0,0,0,1,0,10.0
5,2007,1113.0,1113,1113,1,1,1.0,147000,59,2,0,1,1,0,0,13.0
6,2000,816.0,1232,1232,1,1,2.0,147500,93,9,0,1,1,1,0,14.0
7,1988,1845.0,1872,1872,2,3,2.0,241500,18,18,1,0,0,1,0,13.0
6,1995,676.0,676,1264,1,1,2.0,147500,94,13,0,0,0,1,0,13.0
5,1950,784.0,784,784,1,0,0.0,109500,84,58,0,1,0,0,0,13.0
2,1950,0.0,612,612,1,1,1.0,45000,69,59,0,0,0,0,0,9.0
7,1950,1032.0,1207,2403,2,1,1.0,244400,70,60,1,0,0,1,0,14.0
6,1953,1416.0,1644,1644,1,3,2.0,167000,56,56,0,0,0,1,0,11.0
7,2002,860.0,860,1729,2,3,2.0,200000,5,5,1,1,1,1,1,16.0
5,1950,830.0,879,879,1,1,1.0,80000,70,56,0,0,0,0,0,9.0
5,1990,864.0,864,864,1,1,2.0,115000,51,16,0,0,0,0,0,10.0
6,1956,1196.0,1196,1196,1,2,1.0,139000,52,52,0,0,0,1,0,12.0
6,1978,672.0,672,1400,1,3,2.0,149500,28,28,0,0,0,1,0,13.0
4,1950,755.0,755,1510,1,1,1.0,108000,69,59,0,0,0,0,0,10.0
4,2000,0.0,694,1294,2,0,0.0,106250,108,8,1,0,0,0,0,12.0
7,2006,1240.0,1240,1240,2,2,3.0,194000,1,1,1,1,1,1,1,15.0
5,1962,988.0,988,988,1,1,2.0,129500,44,44,0,0,0,0,0,11.0
5,1968,1560.0,1560,1560,2,1,3.0,126000,39,39,1,0,0,0,0,11.0
5,1950,1078.0,1368,1368,1,2,1.0,120000,59,59,0,0,0,0,0,10.0
7,2005,1473.0,1484,1484,2,2,2.0,213000,6,5,1,1,1,1,1,14.0
8,1980,1226.0,1226,1226,1,3,2.0,190000,26,26,0,1,1,1,0,12.0
6,1994,1160.0,1169,1169,2,3,2.0,183500,13,12,1,0,0,1,1,12.0
7,1999,725.0,1035,1651,2,1,1.0,172000,44,8,1,0,0,1,0,11.0
4,1958,816.0,816,816,1,1,1.0,100000,71,51,0,0,0,0,0,11.0
7,2007,1564.0,1564,1564,2,2,3.0,218836,1,1,1,1,1,1,1,16.0
6,2000,482.0,1221,1912,2,1,2.0,163000,103,8,1,0,0,1,0,14.0
7,2006,1510.0,1525,1525,2,2,2.0,206580,1,1,1,1,1,1,1,14.0
6,2006,728.0,728,1456,2,3,2.0,163990,1,0,1,1,1,1,1,15.0
5,2004,396.0,665,1330,1,1,1.0,116500,96,2,0,0,0,0,0,12.0
7,2003,840.0,840,1720,2,3,2.0,188000,6,5,1,1,1,1,1,14.0
5,1966,793.0,1280,1280,2,3,2.0,175000,41,41,1,0,0,0,0,13.0
8,1988,1166.0,1179,1179,2,2,2.0,182000,19,19,1,0,1,1,0,13.0
5,1980,850.0,960,960,1,2,2.0,103000,81,27,0,0,1,0,0,11.0
6,1998,988.0,988,988,2,1,1.0,149500,50,11,1,1,1,1,0,13.0
7,1978,1061.0,1055,1055,2,1,1.0,142500,29,29,1,0,0,1,0,13.0
5,1950,1290.0,1422,1422,1,1,1.0,136500,81,57,0,0,0,0,1,9.0
6,1994,630.0,630,1320,2,1,2.0,137000,13,12,1,0,0,1,1,12.0
7,1988,1675.0,1688,1688,2,2,2.0,226500,20,20,1,1,1,1,0,15.0
7,1990,1300.0,1341,1341,1,1,2.0,171500,20,20,0,1,0,1,1,13.0
5,1976,911.0,954,954,1,1,2.0,132500,30,30,0,0,0,0,0,11.0
3,1950,0.0,1040,1040,2,1,2.0,87500,57,56,1,0,0,0,0,10.0
7,2001,858.0,872,1789,2,3,2.0,223000,7,7,1,0,0,1,1,13.0
6,2005,1319.0,1537,1537,1,2,2.0,174000,46,3,0,1,1,1,0,13.0
5,1991,884.0,884,884,1,3,1.0,142000,55,15,0,0,0,0,0,11.0
8,2006,1489.0,1489,1489,2,2,2.0,232600,0,0,1,1,1,1,1,15.0
6,1999,1040.0,1309,1309,1,2,2.0,181000,32,7,0,1,0,1,0,12.0
6,1973,942.0,1291,2521,2,3,2.0,151400,33,33,1,0,0,1,0,14.0
8,2006,1626.0,1634,1634,2,2,3.0,250000,1,1,1,1,1,1,1,14.0
7,1988,980.0,980,1714,2,1,2.0,196500,22,22,1,0,0,1,0,13.0
7,1987,819.0,1312,2454,2,1,2.0,185000,128,20,1,0,0,1,1,13.0
6,1969,1216.0,1216,1216,1,1,1.0,113000,40,40,0,0,0,1,0,11.0
6,1975,945.0,980,980,2,0,0.0,127500,31,31,1,0,0,1,0,12.0
6,2000,756.0,769,1573,2,1,2.0,177000,7,7,1,1,1,1,1,16.0
6,2004,1158.0,1158,2443,2,2,3.0,265000,3,3,1,1,1,1,1,16.0
8,1998,1220.0,1220,2362,2,2,2.0,312500,9,9,1,1,1,1,1,15.0
10,2000,1237.0,1521,2775,3,1,2.0,325000,115,8,1,1,1,1,0,16.0
8,1980,2014.0,2014,2014,2,2,3.0,275000,29,29,1,1,1,1,0,15.0
7,1995,1203.0,1214,2520,2,2,3.0,290000,12,12,1,1,1,1,1,15.0
6,2002,1208.0,1494,1494,2,3,2.0,169000,36,8,1,0,0,1,0,12.0
5,1950,616.0,616,616,1,1,1.0,89000,85,56,0,0,0,0,0,11.0
6,1998,789.0,789,1465,2,3,2.0,180400,12,12,1,0,0,1,1,13.0
8,2004,3206.0,1629,1629,2,2,3.0,284000,6,5,1,1,1,1,1,13.0
5,1958,912.0,912,912,1,2,1.0,114500,49,49,0,0,0,0,0,11.0
7,2006,1552.0,1552,1552,2,2,3.0,212900,1,0,1,1,1,1,1,14.0
7,2002,1413.0,1430,1430,2,2,2.0,187100,8,7,1,1,1,1,1,13.0
6,1999,729.0,729,1458,2,1,2.0,176000,8,8,1,0,0,1,1,14.0
6,1968,1488.0,1488,1488,2,2,2.0,215000,39,39,1,0,0,1,1,13.0
7,2004,770.0,770,1582,2,2,2.0,185900,4,4,1,1,1,1,1,16.0
4,1970,864.0,864,864,1,1,2.0,120500,39,39,0,1,0,0,0,12.0
5,2005,732.0,734,1838,2,3,2.0,192140,1,1,1,0,1,0,1,13.0
5,2008,816.0,816,816,1,1,1.0,130500,26,0,0,1,1,0,0,13.0
4,1950,0.0,1088,1529,2,1,1.0,98000,64,59,1,0,0,0,0,11.0
5,1950,961.0,1077,1077,1,1,1.0,67000,87,57,0,0,0,0,0,10.0
8,2007,1582.0,1610,2161,1,3,3.0,325624,0,0,0,1,1,1,1,15.0
7,2002,1409.0,1409,1409,1,2,2.0,245000,5,5,0,1,1,1,1,13.0
5,2004,1114.0,1114,1114,1,1,2.0,159000,4,4,0,1,0,0,1,12.0
5,1965,1073.0,1073,1073,1,2,2.0,156000,42,42,0,0,0,0,0,11.0
6,1984,1232.0,1232,1232,2,1,2.0,162500,24,24,1,0,0,1,1,12.0
6,1993,1344.0,1440,1440,2,1,4.0,224500,13,13,1,1,1,1,1,17.0
6,1950,1488.0,1488,1488,2,2,2.0,133000,58,58,1,0,0,1,0,12.0
7,2003,783.0,807,1509,2,3,2.0,180000,3,3,1,1,1,1,1,16.0
5,2005,845.0,845,845,1,1,1.0,134500,26,3,0,1,0,0,0,12.0
6,1962,1099.0,1431,1431,1,2,1.0,165000,46,46,0,0,0,1,0,12.0
5,1967,892.0,892,892,1,2,1.0,100000,42,42,0,0,0,0,0,10.0
7,1960,1329.0,1329,1329,1,1,2.0,176000,49,49,0,0,0,1,0,12.0
5,1974,1763.0,1779,1779,1,1,2.0,170000,51,32,0,0,0,0,0,9.0
7,2007,1373.0,1555,1555,2,3,3.0,174000,2,2,1,1,1,1,1,15.0
6,1950,768.0,788,1236,2,1,1.0,127000,83,58,1,0,0,1,1,13.0
7,1999,831.0,873,1651,2,3,2.0,185900,9,9,1,0,0,1,1,13.0
5,1996,190.0,886,886,1,1,1.0,91300,71,13,0,0,0,0,0,11.0
6,2003,1682.0,1700,1700,2,2,2.0,200000,3,3,1,1,1,1,1,15.0
6,1950,1040.0,1168,1846,2,1,1.0,143000,58,57,1,0,0,1,0,14.0
5,1958,1052.0,1252,1920,2,1,2.0,172500,48,48,1,1,1,0,0,15.0
4,1963,1088.0,1088,1088,1,1,2.0,110000,44,44,0,0,0,0,0,11.0
4,1957,1040.0,1362,1362,1,2,3.0,140000,52,52,0,0,0,0,0,9.0
6,2006,1314.0,1314,1314,2,2,2.0,176432,1,1,1,1,1,1,1,14.0
6,1991,1278.0,1294,1294,2,2,2.0,179200,17,17,1,1,0,1,0,14.0
7,2007,1274.0,1274,1274,2,2,2.0,203000,2,0,1,1,1,1,1,14.0
7,2007,1689.0,1689,1689,2,2,3.0,248328,0,0,1,1,1,1,1,16.0
9,2008,1641.0,1641,1641,2,3,3.0,316500,1,1,1,1,1,1,1,14.0
7,1950,570.0,617,1079,1,1,1.0,125600,60,58,0,0,0,1,0,11.0
5,1959,984.0,984,984,1,1,1.0,110000,49,49,0,0,0,0,0,12.0
4,1950,960.0,960,960,1,1,1.0,108500,87,57,0,0,0,0,1,10.0
5,2009,1027.0,1027,1633,1,1,1.0,129000,62,1,0,1,0,0,0,13.0
6,1987,1112.0,1137,1137,2,1,2.0,176000,19,19,1,1,0,1,0,14.0
6,1963,1380.0,1380,1380,1,1,1.0,154000,46,46,0,0,0,1,0,12.0
6,1986,1256.0,1256,1256,2,1,2.0,180000,22,22,1,1,1,1,0,15.0
5,1976,1142.0,1142,1142,1,3,2.0,134000,31,31,0,0,0,0,1,10.0
6,2001,1202.0,2158,2158,2,1,2.0,243000,57,6,1,1,0,1,0,13.0
8,2003,1616.0,1629,1629,2,3,3.0,270000,5,4,1,1,1,1,1,14.0
6,1983,1084.0,1080,1080,1,1,2.0,134000,24,24,0,0,0,1,1,11.0
7,1993,1347.0,1372,2646,2,2,3.0,260000,16,16,1,1,1,1,1,16.0
7,2006,738.0,738,1491,2,2,2.0,168675,1,1,1,1,1,1,1,16.0
6,1994,392.0,924,1694,2,3,2.0,160000,13,13,1,0,0,1,1,13.0
5,1996,684.0,684,1080,1,0,0.0,95000,118,12,0,1,0,0,0,13.0
6,2006,704.0,704,1422,2,3,2.0,173000,4,3,1,1,1,1,1,14.0
7,2006,1293.0,1301,1301,2,2,2.0,187750,0,0,1,1,1,1,1,15.0
7,1991,791.0,1236,2093,2,3,2.0,215000,22,17,1,0,0,1,0,13.0
5,1967,1073.0,1073,1073,1,2,1.0,120000,41,41,0,0,0,0,0,10.0
7,2006,1494.0,1506,1506,2,2,2.0,249000,2,1,1,1,1,1,1,14.0
7,1967,1334.0,1334,1334,2,2,2.0,164500,39,39,1,0,0,1,0,14.0
7,1986,0.0,1295,1295,2,2,1.0,230000,20,20,1,1,1,1,0,14.0
7,1990,672.0,672,1344,1,1,2.0,140000,78,17,0,1,0,1,0,13.0
5,1952,732.0,732,732,1,1,1.0,118900,57,57,0,0,0,0,0,11.0
8,2008,1468.0,1468,1468,2,2,3.0,239900,1,1,1,1,1,1,1,15.0
6,1975,1069.0,1069,1069,2,2,2.0,146300,31,31,1,0,0,1,0,13.0
5,1975,1040.0,1040,1040,1,1,2.0,124000,33,33,0,0,0,0,1,12.0
5,1963,925.0,999,999,1,1,1.0,130000,44,44,0,0,0,0,0,11.0
7,2001,1349.0,1349,1349,2,1,2.0,179000,7,6,1,0,0,1,1,12.0
7,1990,1424.0,1442,1442,2,2,2.0,180500,19,19,1,0,0,1,1,13.0
4,1950,747.0,747,747,1,1,1.0,80000,65,60,0,0,0,0,0,10.0
8,2009,1573.0,1578,1578,2,3,3.0,287090,1,0,1,1,1,1,1,14.0
5,1956,0.0,882,882,1,1,1.0,97000,52,52,0,0,0,0,1,11.0
7,2002,1368.0,1511,1511,2,3,2.0,246990,4,4,1,1,1,1,1,15.0
6,1964,1302.0,1128,1128,1,1,2.0,154204,43,43,0,0,0,1,0,12.0
7,2001,1312.0,1312,1312,1,2,2.0,186000,50,7,0,0,0,1,0,11.0
5,1972,630.0,630,1302,2,1,1.0,111750,36,36,1,0,0,0,0,12.0
7,2007,628.0,628,1356,2,3,2.0,177439,1,1,1,1,1,1,1,15.0
9,2008,1104.0,1130,2184,2,3,3.0,335000,1,1,1,1,1,1,1,15.0
7,1976,803.0,1098,1964,2,2,2.0,205000,32,32,1,0,0,1,0,14.0
8,1990,1312.0,1321,1321,1,2,2.0,212000,17,17,0,1,1,1,1,13.0
8,2005,1594.0,1646,1646,2,3,2.0,246000,6,5,1,1,1,1,1,13.0
7,1983,1260.0,1260,1260,2,1,2.0,181900,25,25,1,0,1,1,0,13.0
5,2001,926.0,926,1316,1,1,2.0,130000,81,9,0,0,0,0,0,11.0
5,2002,264.0,768,1432,2,1,2.0,132000,97,5,1,0,0,0,0,13.0
7,2001,779.0,1029,1958,2,2,2.0,220000,13,6,1,1,1,1,1,15.0
8,2001,1753.0,1788,1788,2,2,2.0,236500,8,8,1,1,1,1,1,15.0
8,2009,832.0,832,1935,2,3,2.0,263435,0,0,1,0,1,1,1,14.0
6,1958,1272.0,1272,1969,2,1,2.0,141000,70,50,1,0,0,1,0,13.0
7,2003,847.0,847,1986,2,3,2.0,213000,5,5,1,1,1,1,1,15.0
7,2010,1214.0,1214,1214,2,2,2.0,179781,1,0,1,1,1,1,1,14.0
8,2007,1342.0,1342,1342,2,3,2.0,234250,2,1,1,1,1,1,1,14.0
8,1976,1565.0,2898,2898,2,3,2.0,287000,32,32,1,1,1,1,0,14.0
8,2002,870.0,878,2004,2,3,3.0,257500,7,7,1,1,1,1,1,15.0
6,1950,960.0,986,986,1,1,1.0,102000,81,57,0,0,0,1,0,10.0
7,1950,637.0,1108,1108,1,1,1.0,139400,77,57,0,1,0,1,1,14.0
3,1950,672.0,694,1214,1,1,3.0,105000,91,56,0,0,0,0,1,10.0
8,1970,2217.0,2217,2217,2,1,2.0,268000,37,37,1,1,1,1,1,15.0
6,1966,697.0,1575,2201,2,1,2.0,274970,40,40,1,1,1,1,0,15.0
7,2006,1220.0,1220,1220,2,3,2.0,180000,4,3,1,1,1,1,1,14.0
7,2005,689.0,689,1378,2,1,2.0,161000,80,3,1,1,0,1,0,15.0
4,2006,0.0,930,930,1,1,1.0,84900,64,4,0,1,0,0,0,12.0
5,1958,988.0,988,988,1,1,1.0,119000,52,52,0,0,0,0,0,10.0
7,2006,1270.0,1270,1270,2,2,2.0,175900,2,1,1,1,1,1,1,14.0
5,1979,0.0,1120,2240,2,1,2.0,142953,30,30,1,0,0,0,0,12.0
8,1995,1494.0,1494,1494,1,3,2.0,279700,13,12,0,1,1,1,1,12.0
5,1957,1179.0,1364,1364,1,2,1.0,132000,49,49,0,0,0,0,0,11.0
9,2000,1440.0,1476,2153,2,3,3.0,313000,9,9,1,1,1,1,1,16.0
7,2004,746.0,760,1656,2,3,2.0,165400,5,4,1,1,1,1,1,15.0
6,1995,781.0,795,1499,2,2,2.0,187000,11,11,1,1,1,1,1,15.0
6,1976,848.0,1118,2030,2,3,2.0,195000,31,31,1,1,0,1,0,14.0
6,1961,1218.0,1254,1254,1,2,2.0,158500,46,46,0,0,0,1,0,11.0
8,2002,1065.0,1091,1989,2,3,2.0,255000,4,4,1,1,1,1,1,16.0
5,1956,1898.0,1898,1898,2,1,2.0,236500,52,52,1,0,0,0,1,11.0
5,1966,988.0,988,988,1,1,1.0,129250,41,41,0,0,0,0,0,11.0
7,1997,1501.0,1801,1801,2,3,2.0,289000,51,13,1,0,0,1,0,11.0
5,1976,0.0,936,1872,2,1,2.0,100000,32,32,1,0,0,0,0,12.0
8,2001,1531.0,1531,2439,2,3,2.0,275000,6,6,1,1,1,1,1,16.0
8,2000,850.0,886,1764,2,1,2.0,207000,9,8,1,1,1,1,1,14.0
5,1998,864.0,1200,1200,1,1,2.0,146000,41,8,0,1,0,0,0,12.0
6,1972,494.0,494,1030,1,1,1.0,116000,34,34,0,0,0,1,0,14.0
7,1998,1057.0,1057,2034,2,2,2.0,219500,12,11,1,1,0,1,1,14.0
7,2003,1405.0,1405,1405,2,2,2.0,173000,6,6,1,1,1,1,1,15.0
4,1956,1134.0,1229,1229,1,2,1.0,135000,53,53,0,0,0,0,0,12.0
7,2003,979.0,992,1932,2,2,2.0,213000,4,4,1,1,1,1,1,16.0
6,1995,967.0,1299,1299,1,1,2.0,150000,53,12,0,1,0,1,0,11.0
7,2007,1258.0,1402,1402,0,3,3.0,194201,1,0,0,1,1,1,1,13.0
7,2006,1346.0,1504,1504,2,3,2.0,181000,4,3,1,1,1,1,1,14.0
6,1958,1442.0,1442,1442,1,2,1.0,157900,49,49,0,0,0,1,0,13.0
7,2000,951.0,951,1779,2,3,2.0,217000,7,6,1,1,1,1,1,14.0
8,2006,1082.0,1082,1953,2,2,3.0,252000,4,3,1,1,1,1,1,15.0
7,2002,872.0,872,1909,2,2,2.0,197000,4,4,1,1,1,1,1,16.0
7,2005,868.0,868,1630,2,3,2.0,189500,5,4,1,1,1,1,1,14.0
5,1950,686.0,686,1250,1,1,1.0,116000,88,56,0,0,0,0,0,12.0
6,1963,1328.0,1328,1328,1,1,2.0,143000,47,47,0,0,0,1,0,11.0
5,1950,876.0,988,988,1,1,1.0,119000,57,57,0,0,0,0,0,11.0
6,1954,854.0,854,1278,1,1,1.0,127500,54,54,0,0,0,1,0,12.0
6,2005,858.0,858,1716,2,2,2.0,200825,1,1,1,1,1,1,1,16.0
2,1955,498.0,498,498,1,1,1.0,35000,84,51,0,0,0,0,0,9.0
7,1978,1420.0,1420,2840,2,3,4.0,292500,30,30,1,1,1,1,1,16.0
6,1970,483.0,483,987,1,1,1.0,106000,38,38,0,0,0,1,0,13.0
4,1950,660.0,756,756,1,1,2.0,85000,83,60,0,0,0,0,0,9.0
8,2003,1712.0,1712,1712,2,2,3.0,286500,7,6,1,1,1,1,1,14.0
6,1977,1069.0,1069,1069,2,2,2.0,127500,33,33,1,0,0,1,0,12.0
7,2007,1335.0,1335,1335,2,2,2.0,210400,1,0,1,1,1,1,1,14.0
8,2004,1518.0,1518,1518,1,2,2.0,274000,5,4,0,1,1,1,1,12.0
8,2007,920.0,920,1780,2,3,2.0,264966,1,1,1,1,1,1,1,15.0
4,1950,771.0,866,1484,2,1,1.0,50000,97,57,1,0,0,0,0,11.0
5,1950,686.0,966,1652,2,1,1.0,139000,95,60,1,0,0,0,1,12.0
7,1990,1223.0,1271,2503,2,2,2.0,300000,17,17,1,1,1,1,1,15.0
8,1995,1556.0,1592,1592,2,3,2.0,228000,13,12,1,1,1,1,1,14.0
7,2003,384.0,754,1394,2,3,2.0,165500,4,4,1,1,1,1,1,15.0
4,1950,686.0,810,1328,1,1,1.0,107000,81,56,0,0,0,0,0,10.0
8,2002,1593.0,1593,1593,1,3,2.0,286000,7,6,0,1,1,1,1,12.0
5,1964,912.0,912,912,1,1,1.0,115000,42,42,0,0,0,0,0,9.0
8,2003,1273.0,1456,1456,2,3,2.0,215000,3,3,1,1,1,1,1,15.0
7,1994,672.0,1272,1944,2,1,1.0,179900,94,15,1,0,0,1,0,13.0
8,1985,1488.0,1502,1502,1,2,2.0,212000,25,25,0,1,1,1,1,12.0
8,2005,1074.0,1074,2064,2,3,2.0,250000,1,1,1,1,1,1,1,15.0
5,1950,1042.0,1042,1576,1,1,1.0,149000,78,56,0,0,0,0,0,12.0
6,1996,773.0,773,1658,2,3,2.0,188000,13,12,1,0,0,1,1,13.0
3,2001,713.0,713,713,1,1,1.0,99800,76,5,0,1,0,0,1,12.0
7,1998,718.0,1576,2554,1,1,2.0,159500,117,9,0,0,0,1,0,13.0
7,2004,384.0,744,1374,2,3,2.0,184500,6,6,1,1,1,1,1,15.0
8,2007,1482.0,1482,2574,2,3,3.0,276000,0,0,1,1,1,1,1,15.0
6,1976,804.0,804,1548,2,1,2.0,155000,31,31,1,1,0,1,0,15.0
5,2000,1188.0,1404,1404,2,1,2.0,160000,40,9,1,0,0,0,0,10.0
5,1964,720.0,720,1440,1,3,2.0,157500,42,42,0,0,0,0,0,13.0
8,1995,1679.0,1803,1803,2,1,2.0,285000,16,15,1,1,1,1,1,14.0
5,2003,1272.0,1272,2200,2,0,0.0,145900,108,5,1,0,0,0,0,13.0
7,1996,672.0,1302,2037,2,3,2.0,229000,12,12,1,1,1,1,1,15.0
4,1950,0.0,896,896,1,1,1.0,79000,62,58,0,0,0,0,1,9.0
4,1993,1151.0,845,1281,2,1,2.0,128500,82,14,1,0,0,0,0,13.0
8,1998,1044.0,1079,1976,2,3,3.0,286000,8,8,1,1,1,1,1,15.0
6,1997,945.0,945,1608,2,3,2.0,189500,12,12,1,0,0,1,1,13.0
5,1953,0.0,1210,1210,1,3,1.0,102900,56,56,0,0,0,0,0,10.0
5,1997,988.0,1030,1612,1,1,1.0,128500,60,13,0,0,0,0,0,12.0
5,2004,1216.0,1216,1728,1,1,1.0,156000,54,3,0,0,0,0,0,11.0
8,2006,1094.0,1133,2482,2,3,3.0,281213,2,1,1,1,1,1,1,14.0
